Geneid	EBF1-dTAG_N_0h_rep1	EBF1-dTAG_N_0h_rep2	EBF1-dTAG_N_0h_rep3	EBF1-dTAG_N_0h_rep4	EBF1-dTAG_N_6h_rep1	EBF1-dTAG_N_6h_rep2	EBF1-dTAG_N_6h_rep3	EBF1-dTAG_N_6h_rep4
ENSMUSG00000101612.2	2	2	2	3	1	0	1	0
ENSMUSG00000065260.1	0	0	0	0	0	0	0	0
ENSMUSG00000026134.11	1286	1319	1730	1604	1530	1637	1604	1364
ENSMUSG00000101682.1	2	0	1	0	1	0	1	0
ENSMUSG00000102714.1	122	103	209	182	132	159	121	171
ENSMUSG00000102093.1	0	0	0	0	0	0	0	0
ENSMUSG00000103746.1	6	15	10	10	8	9	18	12
ENSMUSG00000102198.1	0	0	0	0	0	0	0	0
ENSMUSG00000004768.14	0	0	0	0	0	0	0	0
ENSMUSG00000042215.8	694	652	931	854	765	862	844	701
ENSMUSG00000103072.1	2	0	0	0	0	1	0	1
ENSMUSG00000042197.13	2943	2739	3819	3810	3559	3916	3660	3525
ENSMUSG00000081402.4	16	13	10	14	11	17	20	16
ENSMUSG00000042182.16	0	0	0	0	0	0	0	0
ENSMUSG00000104416.1	0	0	0	0	0	0	0	0
ENSMUSG00000026131.17	12	7	23	1	5	2	7	16
ENSMUSG00000103596.1	0	0	0	0	0	0	0	0
ENSMUSG00000099382.1	0	0	0	0	0	0	0	0
ENSMUSG00000084506.1	0	0	0	0	0	0	0	0
ENSMUSG00000103364.1	0	0	0	0	0	0	0	0
ENSMUSG00000105982.1	0	0	0	0	0	0	0	0
ENSMUSG00000096992.3	0	0	0	0	0	0	0	0
ENSMUSG00000104475.1	0	0	0	0	0	0	0	0
ENSMUSG00000103001.1	0	0	0	0	0	0	0	0
ENSMUSG00000104397.1	0	0	0	0	0	0	0	0
ENSMUSG00000102839.1	0	0	0	0	0	0	0	0
ENSMUSG00000101206.1	0	0	0	0	0	0	0	0
ENSMUSG00000101462.2	0	0	0	0	0	0	0	0
ENSMUSG00000102336.1	0	0	0	0	0	0	0	0
ENSMUSG00000092852.1	0	0	0	0	0	0	0	0
ENSMUSG00000042111.9	533	647	729	717	725	818	753	731
ENSMUSG00000101711.1	2	0	0	0	0	1	0	0
ENSMUSG00000026127.13	2263	2224	2815	3028	2665	2782	2906	2606
ENSMUSG00000026126.15	1449	1638	2009	1862	2119	2239	2177	1935
ENSMUSG00000100280.2	131	185	207	196	150	259	266	209
ENSMUSG00000101223.6	6	0	0	1	2	2	2	0
ENSMUSG00000026125.9	0	1	11	1	1	0	1	1
ENSMUSG00000101116.1	0	0	0	0	0	0	0	0
ENSMUSG00000026124.4	0	0	0	0	0	1	0	0
ENSMUSG00000101803.1	0	0	0	0	0	0	0	0
ENSMUSG00000037529.13	0	0	0	0	0	0	0	0
ENSMUSG00000045815.4	0	0	0	0	0	0	0	0
ENSMUSG00000045174.10	0	0	0	0	0	0	0	0
ENSMUSG00000100524.1	0	0	0	0	0	0	0	0
ENSMUSG00000102499.1	0	0	0	0	0	0	0	0
ENSMUSG00000103521.1	0	0	0	0	0	0	0	0
ENSMUSG00000104098.1	0	0	0	0	0	0	0	0
ENSMUSG00000037509.18	131	114	122	112	137	208	182	154
ENSMUSG00000102537.1	0	0	0	0	0	0	0	0
ENSMUSG00000102612.1	0	0	0	0	0	0	0	0
ENSMUSG00000104002.2	70	78	100	109	77	118	48	86
ENSMUSG00000037503.12	7501	7487	9644	9580	10123	10112	10055	8905
ENSMUSG00000104358.1	1	0	0	0	0	0	0	0
ENSMUSG00000026123.11	549	478	666	695	798	829	866	771
ENSMUSG00000103716.1	3	0	0	0	0	0	0	0
ENSMUSG00000103548.1	0	4	2	0	0	0	0	0
ENSMUSG00000103760.1	0	0	0	0	0	0	0	0
ENSMUSG00000103997.1	0	0	0	0	0	0	0	0
ENSMUSG00000077231.1	0	0	0	0	0	0	0	0
ENSMUSG00000104417.1	0	0	0	0	0	0	0	0
ENSMUSG00000064601.1	0	0	0	0	0	0	0	0
ENSMUSG00000101714.1	0	0	0	0	0	0	0	0
ENSMUSG00000102531.1	0	0	0	0	0	0	0	0
ENSMUSG00000103096.1	0	0	0	0	0	0	0	0
ENSMUSG00000102279.1	0	0	0	0	0	0	0	0
ENSMUSG00000103708.1	0	0	0	0	0	0	0	0
ENSMUSG00000104201.1	0	0	0	0	0	0	0	0
ENSMUSG00000102434.1	0	0	0	0	0	0	0	0
ENSMUSG00000045216.7	470	435	551	568	607	685	650	517
ENSMUSG00000104523.1	0	1	0	0	0	0	0	0
ENSMUSG00000102202.1	0	2	0	3	6	6	0	5
ENSMUSG00000037470.14	4718	3994	5466	5703	6090	6000	6052	5659
ENSMUSG00000098752.1	1	0	6	0	1	3	6	1
ENSMUSG00000047180.8	0	0	1	4	1	0	4	2
ENSMUSG00000037447.16	6038	6248	8075	7678	7705	8684	8046	7648
ENSMUSG00000102762.1	1	0	6	3	1	0	1	5
ENSMUSG00000010453.12	2036	2186	2973	2681	2555	2804	2675	2514
ENSMUSG00000098680.1	0	0	0	0	0	0	0	0
ENSMUSG00000037432.15	0	0	0	0	0	0	0	0
ENSMUSG00000001143.13	789	829	1230	1074	860	1099	986	927
ENSMUSG00000037408.10	610	540	637	717	766	755	809	649
ENSMUSG00000104316.1	31	24	30	45	22	32	19	29
ENSMUSG00000106081.1	0	0	0	0	0	0	0	0
ENSMUSG00000001138.13	1087	1136	1374	1496	1273	1256	1302	1205
ENSMUSG00000102845.1	0	0	0	0	0	0	0	2
ENSMUSG00000067653.12	49	17	73	54	56	37	76	51
ENSMUSG00000109510.1	0	0	0	0	1	0	0	0
ENSMUSG00000079610.9	196	274	421	319	332	382	361	299
ENSMUSG00000026121.13	0	0	0	0	0	0	0	0
ENSMUSG00000087589.3	0	0	0	0	0	0	0	0
ENSMUSG00000046337.17	0	0	0	0	0	0	0	0
ENSMUSG00000089906.1	0	1	0	0	0	0	1	0
ENSMUSG00000077939.1	0	0	0	0	0	0	0	0
ENSMUSG00000061518.10	2461	2389	3261	3186	3107	2989	3095	2550
ENSMUSG00000037351.9	1815	1734	2347	2290	2031	2288	2050	1975
ENSMUSG00000102416.4	0	3	1	0	0	0	0	0
ENSMUSG00000104237.1	0	0	0	0	0	0	0	0
ENSMUSG00000026117.10	135	120	317	253	125	128	143	121
ENSMUSG00000097291.1	0	0	0	0	0	0	0	0
ENSMUSG00000026116.11	6335	6082	8373	7900	5928	6212	5970	5287
ENSMUSG00000103016.1	3	11	16	11	12	4	15	18
ENSMUSG00000102930.1	129	75	166	117	97	113	81	102
ENSMUSG00000103159.1	209	156	302	252	154	182	155	196
ENSMUSG00000080054.3	0	0	0	1	0	2	1	3
ENSMUSG00000095944.1	0	0	0	0	0	0	0	0
ENSMUSG00000050122.18	0	0	0	0	0	0	0	0
ENSMUSG00000103603.1	0	0	0	0	0	0	0	0
ENSMUSG00000026114.14	0	0	0	0	2	0	4	0
ENSMUSG00000102231.1	0	0	0	0	0	0	0	0
ENSMUSG00000026113.17	0	0	0	0	0	0	0	0
ENSMUSG00000086064.1	0	0	0	0	0	0	0	0
ENSMUSG00000102879.1	0	0	0	0	0	0	0	0
ENSMUSG00000026112.7	2733	2677	3485	3686	3403	3689	3609	2964
ENSMUSG00000026111.15	534	487	627	628	600	665	638	536
ENSMUSG00000026110.15	923	909	1234	1114	1206	1268	1201	1216
ENSMUSG00000103948.1	18	13	24	24	13	21	10	36
ENSMUSG00000087233.1	5	6	6	5	7	11	16	11
ENSMUSG00000026090.16	0	2	8	10	1	2	0	0
ENSMUSG00000089767.1	0	0	0	0	0	0	0	0
ENSMUSG00000104365.1	0	0	0	0	0	0	0	0
ENSMUSG00000102650.1	0	0	0	0	0	0	0	0
ENSMUSG00000060771.14	118	105	150	121	139	173	135	118
ENSMUSG00000097268.1	0	0	0	0	0	0	1	0
ENSMUSG00000037216.5	114	118	125	111	97	139	125	86
ENSMUSG00000026088.15	291	305	451	380	388	424	356	338
ENSMUSG00000026087.11	1198	1241	1644	1638	1598	1665	1496	1440
ENSMUSG00000061584.6	0	0	0	0	0	0	0	0
ENSMUSG00000087374.1	0	0	0	0	0	0	0	0
ENSMUSG00000026085.11	0	0	0	0	0	0	0	0
ENSMUSG00000089141.1	0	0	0	0	0	0	0	0
ENSMUSG00000058407.12	1165	1181	1753	1499	1535	1772	1613	1559
ENSMUSG00000026083.12	1835	1608	2084	2093	2069	1984	1995	1747
ENSMUSG00000026082.11	1272	1322	1602	1676	1523	1640	1483	1408
ENSMUSG00000103804.1	34	22	51	48	31	26	42	47
ENSMUSG00000102716.1	0	0	0	0	0	0	0	0
ENSMUSG00000037138.16	4956	4761	6789	6276	5745	6260	5995	5446
ENSMUSG00000085391.1	1	0	2	0	0	0	2	0
ENSMUSG00000085280.1	0	0	0	0	0	0	0	0
ENSMUSG00000087131.7	0	0	0	0	0	0	0	0
ENSMUSG00000102984.1	0	0	0	0	0	0	0	0
ENSMUSG00000102541.1	0	0	0	0	0	0	0	0
ENSMUSG00000103531.1	0	0	0	0	0	0	0	0
ENSMUSG00000048814.10	0	0	0	0	2	0	0	0
ENSMUSG00000026080.13	0	0	0	0	0	0	0	0
ENSMUSG00000103647.1	0	0	0	0	0	0	0	0
ENSMUSG00000102447.1	0	0	0	0	0	0	0	0
ENSMUSG00000067604.8	0	0	0	0	0	0	0	0
ENSMUSG00000026078.10	379	407	461	510	514	567	530	427
ENSMUSG00000103046.1	24	12	27	18	16	11	34	27
ENSMUSG00000104188.1	0	0	0	0	0	0	0	0
ENSMUSG00000103182.1	0	0	0	0	0	0	0	0
ENSMUSG00000098833.1	0	0	0	0	0	0	0	0
ENSMUSG00000026077.15	0	0	0	0	0	0	0	0
ENSMUSG00000092553.1	0	0	0	0	0	0	0	0
ENSMUSG00000092563.1	0	0	0	1	0	0	0	0
ENSMUSG00000073702.11	9399	10103	12941	11573	12519	12558	12975	10442
ENSMUSG00000003134.10	4	1	4	0	0	0	0	3
ENSMUSG00000102607.1	0	0	0	0	0	0	0	0
ENSMUSG00000065629.2	0	0	0	0	0	0	0	0
ENSMUSG00000104827.1	0	0	0	0	0	0	0	0
ENSMUSG00000003135.15	1432	1554	1996	1866	1929	1831	1990	1683
ENSMUSG00000085894.1	31	31	37	26	26	35	27	44
ENSMUSG00000077704.1	9	18	24	22	7	10	9	13
ENSMUSG00000048234.13	443	411	567	538	498	540	497	448
ENSMUSG00000064936.1	8	16	7	11	10	11	5	7
ENSMUSG00000102471.1	15	36	26	25	24	29	48	51
ENSMUSG00000050967.5	0	0	0	0	0	0	0	0
ENSMUSG00000097083.1	0	0	0	0	0	0	0	0
ENSMUSG00000057173.8	0	0	0	1	0	0	0	0
ENSMUSG00000091937.3	0	0	0	0	0	0	0	0
ENSMUSG00000101634.6	0	0	0	0	0	0	0	0
ENSMUSG00000026074.14	5625	6053	7873	7507	7333	7564	7535	6799
ENSMUSG00000102985.1	0	0	0	0	0	0	0	0
ENSMUSG00000026073.13	6	3	9	6	2	5	0	1
ENSMUSG00000097899.2	4	10	8	6	7	9	8	6
ENSMUSG00000102975.1	0	3	0	0	0	0	0	1
ENSMUSG00000026072.12	0	0	0	0	4	0	2	0
ENSMUSG00000103560.1	0	4	1	1	0	0	0	1
ENSMUSG00000070942.8	0	0	0	0	0	0	0	0
ENSMUSG00000103230.1	0	0	0	0	0	0	0	0
ENSMUSG00000026069.15	0	0	0	0	0	0	0	0
ENSMUSG00000026070.15	0	0	0	0	0	0	0	0
ENSMUSG00000026068.11	14	1	16	10	49	33	42	31
ENSMUSG00000104441.1	0	0	0	0	0	0	0	0
ENSMUSG00000026065.8	0	0	0	0	0	0	0	0
ENSMUSG00000102676.1	0	0	0	0	0	0	0	0
ENSMUSG00000026062.12	1193	1154	1613	1495	1016	947	1112	946
ENSMUSG00000103679.1	0	0	0	0	0	0	0	0
ENSMUSG00000103270.1	8	8	5	8	9	20	9	8
ENSMUSG00000041945.12	0	0	0	0	0	0	0	0
ENSMUSG00000079588.3	0	0	0	0	0	0	0	0
ENSMUSG00000094136.2	0	0	0	0	0	0	0	0
ENSMUSG00000104072.1	0	0	0	0	0	0	0	0
ENSMUSG00000100185.1	0	0	0	0	0	0	0	0
ENSMUSG00000100832.1	0	0	0	0	0	0	0	0
ENSMUSG00000100178.1	0	0	0	0	0	0	0	0
ENSMUSG00000101877.1	0	0	0	0	0	0	0	0
ENSMUSG00000053640.2	0	0	0	0	0	0	0	0
ENSMUSG00000101919.1	0	0	0	0	0	0	0	0
ENSMUSG00000101299.1	0	0	0	0	0	0	0	0
ENSMUSG00000100180.1	0	0	0	0	0	0	0	0
ENSMUSG00000103106.1	0	0	0	0	0	0	0	0
ENSMUSG00000060424.14	3	0	0	0	0	0	0	0
ENSMUSG00000104199.1	0	0	0	0	0	0	0	0
ENSMUSG00000093436.6	0	0	0	0	0	0	0	0
ENSMUSG00000045515.3	0	0	0	0	0	0	0	0
ENSMUSG00000097063.3	0	0	0	0	0	0	0	0
ENSMUSG00000099784.1	0	0	0	0	0	0	0	0
ENSMUSG00000060679.14	1212	1253	1645	1563	1427	1457	1475	1266
ENSMUSG00000077448.1	0	0	0	0	0	0	0	0
ENSMUSG00000041907.9	0	0	0	0	0	0	0	0
ENSMUSG00000089088.1	0	0	0	0	0	0	0	0
ENSMUSG00000070939.9	1457	1494	1893	1943	2046	2222	2061	1859
ENSMUSG00000100269.1	0	0	0	0	0	0	0	0
ENSMUSG00000041878.3	5	4	11	7	10	2	6	4
ENSMUSG00000010290.7	741	844	967	994	1174	1278	1189	1113
ENSMUSG00000008136.14	0	0	0	1	0	0	0	0
ENSMUSG00000094497.1	147	143	178	129	133	143	150	94
ENSMUSG00000099576.1	0	0	0	0	0	0	0	0
ENSMUSG00000099694.1	0	0	0	0	0	0	0	0
ENSMUSG00000101923.1	0	1	0	0	0	0	0	0
ENSMUSG00000066877.11	265	282	361	370	364	378	350	352
ENSMUSG00000103422.1	25	11	21	21	18	28	14	15
ENSMUSG00000103945.1	14	29	33	22	16	22	31	23
ENSMUSG00000026051.8	0	0	0	0	0	0	0	0
ENSMUSG00000100764.1	3	26	25	24	17	10	25	32
ENSMUSG00000100635.1	0	0	0	0	0	0	0	0
ENSMUSG00000100480.1	4	13	31	8	16	28	18	26
ENSMUSG00000057363.12	693	694	952	903	984	933	1047	919
ENSMUSG00000090243.1	0	6	0	6	1	2	9	2
ENSMUSG00000100701.1	9	3	14	12	13	18	14	10
ENSMUSG00000101395.1	0	0	0	0	0	0	0	0
ENSMUSG00000088848.1	0	0	0	0	0	0	0	0
ENSMUSG00000095757.1	0	0	0	0	0	0	0	0
ENSMUSG00000041763.14	6431	5968	7982	7912	8656	9100	8388	8034
ENSMUSG00000047343.4	0	0	0	0	4	0	5	0
ENSMUSG00000090106.1	0	0	0	0	0	0	0	0
ENSMUSG00000091844.1	8	3	2	3	3	1	5	6
ENSMUSG00000026049.11	779	633	894	806	846	793	832	764
ENSMUSG00000101104.6	0	0	0	0	0	0	0	0
ENSMUSG00000026047.13	535	551	738	715	570	654	705	587
ENSMUSG00000041684.11	611	647	814	779	820	946	893	785
ENSMUSG00000026048.16	293	355	503	453	509	508	613	515
ENSMUSG00000046828.3	0	0	0	0	0	0	0	0
ENSMUSG00000089703.1	0	0	0	0	0	0	0	0
ENSMUSG00000100966.1	0	0	0	0	0	0	0	0
ENSMUSG00000100769.1	0	0	0	0	0	0	0	0
ENSMUSG00000101567.1	0	1	1	0	1	2	1	1
ENSMUSG00000056870.9	0	0	0	0	0	0	0	0
ENSMUSG00000102319.1	0	0	0	0	0	0	0	0
ENSMUSG00000089877.1	0	0	0	0	0	4	0	0
ENSMUSG00000101701.1	0	0	0	0	0	0	0	0
ENSMUSG00000103071.1	0	0	2	0	0	0	0	0
ENSMUSG00000100434.1	0	0	0	0	0	0	0	0
ENSMUSG00000100013.1	0	0	0	0	0	0	0	0
ENSMUSG00000101251.1	0	0	0	0	0	0	0	0
ENSMUSG00000101937.1	0	0	0	0	0	0	0	0
ENSMUSG00000026043.18	0	0	0	0	0	0	0	0
ENSMUSG00000105211.1	0	0	0	0	0	0	0	0
ENSMUSG00000026042.16	0	0	0	0	0	0	0	0
ENSMUSG00000104476.1	0	0	0	0	0	0	0	0
ENSMUSG00000100218.1	0	0	0	0	0	0	0	0
ENSMUSG00000100361.1	2	0	0	2	3	1	0	1
ENSMUSG00000100894.1	0	0	0	0	0	0	0	0
ENSMUSG00000095121.1	0	0	0	0	0	0	0	0
ENSMUSG00000065255.1	0	0	0	0	0	0	0	0
ENSMUSG00000100843.1	0	0	0	0	0	0	0	0
ENSMUSG00000087764.1	0	0	0	0	0	0	0	0
ENSMUSG00000025995.16	2449	2402	3204	3116	3148	3204	3237	2974
ENSMUSG00000099850.1	0	0	0	0	0	0	0	0
ENSMUSG00000084817.3	15	7	10	10	23	24	19	20
ENSMUSG00000098549.1	0	0	0	0	0	0	0	0
ENSMUSG00000099381.1	7	0	8	5	3	0	3	3
ENSMUSG00000025993.10	2	1	0	0	4	4	5	2
ENSMUSG00000099946.1	0	0	0	0	0	0	0	0
ENSMUSG00000070896.2	1	0	0	0	0	6	2	0
ENSMUSG00000090682.4	0	0	0	0	0	0	0	1
ENSMUSG00000044457.8	0	0	0	0	0	0	0	2
ENSMUSG00000099432.1	1	1	2	8	0	0	0	0
ENSMUSG00000041144.10	0	0	0	0	0	0	0	0
ENSMUSG00000096047.1	0	0	0	0	0	0	0	0
ENSMUSG00000101262.1	10	13	12	13	14	22	16	13
ENSMUSG00000101337.6	10	1	0	3	4	8	4	1
ENSMUSG00000025986.6	1500	1496	1694	1815	2065	2218	2195	1795
ENSMUSG00000100213.1	34	54	79	79	72	76	83	82
ENSMUSG00000103129.1	0	0	0	0	0	0	0	0
ENSMUSG00000100160.1	0	3	0	0	0	0	0	0
ENSMUSG00000101921.1	2	1	0	0	0	1	2	1
ENSMUSG00000101447.1	0	0	0	0	0	0	0	0
ENSMUSG00000081185.1	0	1	2	0	0	0	0	1
ENSMUSG00000103246.1	0	0	0	0	0	0	0	0
ENSMUSG00000098876.1	0	0	0	0	0	0	0	0
ENSMUSG00000100530.1	0	0	0	0	0	0	0	0
ENSMUSG00000104067.1	0	0	0	0	0	0	0	0
ENSMUSG00000100033.1	43	21	24	17	26	32	30	24
ENSMUSG00000094968.1	0	0	0	0	0	0	0	0
ENSMUSG00000088017.1	0	0	0	0	0	0	0	0
ENSMUSG00000101996.1	0	0	0	0	0	0	0	0
ENSMUSG00000096973.1	0	0	0	0	0	0	0	0
ENSMUSG00000064943.1	0	0	0	0	0	0	0	0
ENSMUSG00000100866.1	0	0	0	0	0	0	0	0
ENSMUSG00000101721.1	0	0	0	0	0	0	0	0
ENSMUSG00000099376.1	0	0	0	0	0	0	0	0
ENSMUSG00000097883.1	0	0	0	0	0	0	0	0
ENSMUSG00000092790.1	0	0	0	0	0	0	0	0
ENSMUSG00000099698.1	0	0	0	0	0	0	0	0
ENSMUSG00000099454.1	0	0	0	0	0	0	0	0
ENSMUSG00000051616.14	0	0	0	0	0	0	0	0
ENSMUSG00000099627.1	0	0	0	0	0	0	0	0
ENSMUSG00000099577.1	0	0	0	0	0	0	0	0
ENSMUSG00000099882.1	0	0	0	0	0	0	0	0
ENSMUSG00000101760.1	0	0	0	0	0	0	0	0
ENSMUSG00000099608.1	0	0	0	0	0	0	0	0
ENSMUSG00000099864.1	0	0	0	0	0	0	0	0
ENSMUSG00000098249.1	0	0	0	0	0	0	0	0
ENSMUSG00000100451.1	0	0	0	0	0	0	0	0
ENSMUSG00000099941.1	0	0	0	0	0	0	0	0
ENSMUSG00000084531.1	0	0	0	0	0	0	0	0
ENSMUSG00000100816.1	6	0	4	8	10	5	11	5
ENSMUSG00000026109.14	0	0	0	0	3	0	0	0
ENSMUSG00000100671.1	0	0	0	0	0	0	0	0
ENSMUSG00000092906.1	0	0	0	0	0	0	0	0
ENSMUSG00000101242.1	0	0	0	0	0	0	0	0
ENSMUSG00000099924.1	0	0	0	0	0	0	0	0
ENSMUSG00000099625.1	0	0	0	0	0	0	0	0
ENSMUSG00000101799.1	0	0	0	0	0	0	0	0
ENSMUSG00000045954.7	0	0	0	0	0	0	0	0
ENSMUSG00000099741.1	0	0	0	0	0	0	0	0
ENSMUSG00000101702.1	0	0	0	0	0	0	0	0
ENSMUSG00000026107.11	2037	1955	2729	2495	2960	3272	2976	2892
ENSMUSG00000099413.1	64	54	33	71	68	80	85	67
ENSMUSG00000103424.1	0	0	0	0	0	0	0	0
ENSMUSG00000101741.1	0	0	0	0	0	0	0	0
ENSMUSG00000018417.14	0	0	0	0	0	0	2	0
ENSMUSG00000101724.1	0	0	0	0	0	0	0	0
ENSMUSG00000100313.1	0	0	0	0	0	0	0	0
ENSMUSG00000100696.1	0	0	0	0	1	0	0	0
ENSMUSG00000099135.1	0	0	0	0	0	0	0	0
ENSMUSG00000072324.4	1	0	3	1	2	3	3	1
ENSMUSG00000062939.11	691	716	940	859	1390	1404	1368	1255
ENSMUSG00000101628.1	2	5	3	1	3	2	4	7
ENSMUSG00000078291.1	0	0	0	1	0	0	1	1
ENSMUSG00000026104.14	367	425	511	512	819	957	878	676
ENSMUSG00000099569.1	0	0	0	0	0	0	0	0
ENSMUSG00000026103.14	6248	5979	8211	8002	7315	7441	7527	7032
ENSMUSG00000099648.1	0	0	0	0	0	0	0	0
ENSMUSG00000065192.1	0	0	0	0	0	0	0	0
ENSMUSG00000002881.14	2748	2659	3415	3117	3835	3683	3994	3531
ENSMUSG00000097833.1	0	1	0	0	0	0	0	0
ENSMUSG00000101501.1	4	0	1	2	1	11	6	2
ENSMUSG00000100120.1	0	0	1	3	2	0	5	3
ENSMUSG00000099878.1	0	3	3	1	8	1	3	4
ENSMUSG00000100007.1	0	2	4	3	4	7	0	1
ENSMUSG00000043015.15	1047	1038	1405	1395	1383	1685	1444	1329
ENSMUSG00000103630.1	24	32	63	59	31	52	40	43
ENSMUSG00000041439.15	2809	3050	3924	3682	3538	4018	3631	3360
ENSMUSG00000100302.1	82	62	85	73	60	129	84	91
ENSMUSG00000100230.1	0	0	0	0	0	0	0	0
ENSMUSG00000026102.9	904	992	1270	1169	1872	2159	2033	2014
ENSMUSG00000041426.12	214	272	292	312	280	390	348	339
ENSMUSG00000089802.1	0	0	0	0	0	0	0	0
ENSMUSG00000043629.12	1	0	2	1	0	1	0	2
ENSMUSG00000026100.6	0	0	0	0	0	0	0	0
ENSMUSG00000089334.1	0	0	0	0	0	0	0	0
ENSMUSG00000060715.9	12	16	14	11	5	25	10	7
ENSMUSG00000026098.13	582	613	858	667	629	786	660	742
ENSMUSG00000100763.1	0	0	0	0	0	0	0	0
ENSMUSG00000026097.9	509	423	739	638	682	671	708	708
ENSMUSG00000100679.1	0	0	6	2	2	0	3	6
ENSMUSG00000026096.14	234	157	293	290	228	239	222	259
ENSMUSG00000099913.1	0	0	0	0	0	0	0	3
ENSMUSG00000101838.6	2	0	1	1	3	6	0	2
ENSMUSG00000026095.15	383	410	398	532	370	479	526	442
ENSMUSG00000100267.1	0	0	0	0	0	0	0	0
ENSMUSG00000099450.1	0	0	0	0	0	0	0	0
ENSMUSG00000100069.1	0	0	0	0	0	0	0	0
ENSMUSG00000096141.2	0	0	0	0	0	0	0	0
ENSMUSG00000092657.1	0	0	0	0	0	1	1	0
ENSMUSG00000026094.14	5359	5212	6937	6650	11725	11668	12249	10789
ENSMUSG00000102405.1	0	0	0	2	5	1	1	2
ENSMUSG00000042807.15	3	21	15	10	36	16	20	16
ENSMUSG00000098443.1	0	0	0	0	0	0	0	0
ENSMUSG00000087949.1	0	0	0	0	0	0	0	0
ENSMUSG00000102868.1	0	0	0	0	0	0	0	0
ENSMUSG00000094013.1	0	0	0	0	0	0	1	0
ENSMUSG00000025983.11	0	0	0	0	0	0	0	0
ENSMUSG00000041303.7	1200	1269	1551	1582	1607	1674	1764	1497
ENSMUSG00000073678.4	0	0	1	0	0	0	0	3
ENSMUSG00000104136.1	0	0	0	0	0	0	0	0
ENSMUSG00000101130.1	0	0	0	0	0	0	0	1
ENSMUSG00000052331.14	2835	2764	3600	3425	5923	6259	5961	5611
ENSMUSG00000101674.6	2	0	0	0	1	0	0	0
ENSMUSG00000102503.1	35	25	50	27	79	63	61	112
ENSMUSG00000089245.1	0	0	0	0	0	0	0	0
ENSMUSG00000102642.1	137	103	218	179	202	305	216	267
ENSMUSG00000025982.13	12327	11933	16075	15735	15599	15866	15519	13694
ENSMUSG00000103030.1	0	1	0	0	1	0	0	0
ENSMUSG00000025981.13	111	119	140	147	170	124	134	138
ENSMUSG00000101122.1	10	15	5	18	7	6	12	15
ENSMUSG00000025980.14	11497	11616	14801	14420	12583	12500	12734	10730
ENSMUSG00000073676.4	1768	1861	2305	2281	2177	1967	2334	1728
ENSMUSG00000100736.1	3	0	0	0	0	0	0	0
ENSMUSG00000089670.1	2	2	2	2	3	9	6	8
ENSMUSG00000025979.13	930	922	1112	1176	1246	1118	1139	1183
ENSMUSG00000061863.6	1	1	0	0	0	1	3	0
ENSMUSG00000025978.14	69	84	65	89	121	73	99	103
ENSMUSG00000097649.1	0	0	0	1	0	0	0	0
ENSMUSG00000046994.9	1411	1459	2029	1885	1899	1948	2018	1865
ENSMUSG00000025977.15	0	0	0	0	0	0	0	0
ENSMUSG00000100215.1	11	20	11	21	18	22	19	12
ENSMUSG00000101945.1	3	3	0	3	2	3	3	4
ENSMUSG00000101085.1	0	0	0	0	0	0	0	0
ENSMUSG00000038349.10	3	14	1	2	7	9	4	6
ENSMUSG00000102145.1	1	0	0	3	4	14	1	0
ENSMUSG00000100309.1	2	3	1	2	4	4	7	2
ENSMUSG00000102831.1	0	0	0	0	0	0	0	2
ENSMUSG00000099950.1	0	0	0	0	0	0	0	0
ENSMUSG00000102491.1	0	0	0	0	0	0	0	0
ENSMUSG00000100372.1	0	0	0	0	0	0	0	0
ENSMUSG00000100944.1	0	0	0	0	0	1	0	0
ENSMUSG00000101332.1	0	0	0	0	0	0	0	0
ENSMUSG00000045336.5	0	0	0	0	0	0	0	0
ENSMUSG00000038331.15	1199	1361	1749	1828	1544	1540	1552	1617
ENSMUSG00000087022.4	72	54	89	107	49	83	50	70
ENSMUSG00000104310.1	4	2	2	11	1	0	0	4
ENSMUSG00000094128.1	0	0	0	0	0	0	0	0
ENSMUSG00000099945.1	0	0	0	0	0	0	0	0
ENSMUSG00000101429.1	0	0	0	0	0	0	0	0
ENSMUSG00000101129.1	0	0	0	0	0	0	0	0
ENSMUSG00000097519.2	99	77	120	141	119	167	125	118
ENSMUSG00000038323.3	524	625	631	761	718	776	719	603
ENSMUSG00000048495.16	243	212	269	270	235	240	204	238
ENSMUSG00000025971.6	453	476	586	530	505	547	615	534
ENSMUSG00000077776.1	0	0	0	0	0	0	0	0
ENSMUSG00000088353.1	0	0	0	0	0	0	0	0
ENSMUSG00000101826.1	0	0	0	0	0	0	0	0
ENSMUSG00000102685.1	0	0	0	0	0	0	0	0
ENSMUSG00000101151.1	0	0	0	0	0	0	0	0
ENSMUSG00000038305.14	0	0	0	0	0	0	0	0
ENSMUSG00000091283.1	0	0	0	0	0	0	0	0
ENSMUSG00000054770.16	431	405	587	518	565	633	614	633
ENSMUSG00000026039.9	1706	1561	2317	2255	1863	2241	2069	1986
ENSMUSG00000063558.4	4	5	0	1	0	0	7	7
ENSMUSG00000064294.12	0	0	0	0	0	0	0	0
ENSMUSG00000089275.1	0	0	0	0	0	0	0	0
ENSMUSG00000038242.12	0	0	0	0	0	0	0	0
ENSMUSG00000089822.1	0	0	0	0	0	0	0	0
ENSMUSG00000079554.2	0	0	0	0	0	0	1	0
ENSMUSG00000103839.1	11	17	3	6	10	3	4	6
